Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10730000,1.4420795,0.29800000444054603,199.0,0.56897223,0.5360000535845757
10740000,1.4420795,0.12200000181794167,199.0,0.47411,0.1220000022649765
10750000,1.4420795,0.07800000086426735,196.08,0.4770083,0.07800000607967376
10760000,1.4420797,0.3420000050961971,199.0,0.6543421,0.34200003057718276
10770000,1.4420795,0.37000000551342965,199.0,0.60994506,0.37000003069639203
10780000,1.4420795,0.39800000593066215,199.0,0.56855696,0.3940000307559967
10790000,1.4420795,0.5240000078082084,199.0,0.70832807,0.5280000460147858
10800000,1.4420795,0.00800000011920929,199.0,0.46485925,0.00800000011920929
10810000,1.4420795,0.2372549052039782,197.68627450980392,0.54485464,0.2372549170372533
10820000,1.4420795,0.05800000086426735,199.0,0.4738797,0.058000001013278964
10830000,1.4420795,0.36200000539422034,199.0,0.60343695,0.3620000383257866
10840000,1.4420795,0.01600000023841858,199.0,0.4864242,0.01600000023841858
10850000,1.4420795,0.00800000011920929,199.0,0.48379233,0.00800000011920929
10860000,1.4420797,0.4120000061392784,199.0,0.58511466,0.412000030875206
10870000,1.442146,0.00800000011920929,199.0,0.44335416,0.00800000011920929
10880000,1.4421616,0.19000000283122062,199.0,0.49656597,0.19000001937150957
10890000,1.4421616,0.16600000247359276,199.0,0.4849336,0.16600001931190492
10900000,1.4421616,0.808000011742115,196.96,0.9134842,0.8080001011490822
10910000,1.4421616,0.3803921622388503,197.7450980392157,0.5662862,0.3803921739260356
10920000,1.4421616,0.020000000298023225,199.0,0.45887825,0.020000000298023225
10930000,1.4421616,0.7560000109672547,197.24,0.8014082,0.7560001069307327
10940000,1.4421616,0.9882353085513208,196.66666666666666,0.8048393,0.9882354251309937
10950000,1.4421616,0.004000000059604645,199.0,0.47997105,0.004000000059604645
10960000,1.4421616,0.028000000417232513,199.0,0.4486848,0.028000000417232513
10970000,1.4421616,0.4000000059604645,199.0,0.45373863,0.020000000298023225
10980000,1.4421616,0.012000000178813934,199.0,0.51302916,0.39200007647275925
10990000,1.4421617,0.38600000575184823,199.0,0.54452544,0.3860000613331795
11000000,1.4421616,0.01600000023841858,199.0,0.45154992,0.01600000023841858
11010000,1.4421616,0.012000000178813934,199.0,0.44805944,0.012000000178813934
11020000,1.4421616,0.29400000408291815,198.06,0.53345686,0.2940000194311142
11030000,1.4421616,0.6760000097751617,198.0,0.81124854,0.6760000842809677
11040000,1.4421616,0.01600000023841858,199.0,0.45908156,0.01600000023841858
11050000,1.4421616,0.33400000497698784,199.0,0.62034374,0.33400006115436554
11060000,1.4421616,0.056000000834465026,199.0,0.43685555,0.05600000113248825
11070000,1.4421455,0.4380000065267086,199.0,0.58152103,0.4380000421404839
11080000,1.4421151,0.10800000160932541,199.0,0.47218823,0.1080000039935112
11090000,1.4421151,0.11372549159854066,196.1764705882353,0.5158506,0.11372549510469623
